Time, Voltage, c1c, c0c, c1a, c2a
0, 0.71296567, 1417.756, 8.284413, 1057.8586, 8.284413
120, 0.73328656, 1409.4672, 16.573265, 1049.5698, 16.573265
240, 0.7453312, 1401.1775, 24.862959, 1041.2802, 24.862959
360, 0.75398624, 1392.8888, 33.1516, 1032.9915, 33.1516
480, 0.7607959, 1384.6001, 41.440296, 1024.7028, 41.440296
600, 0.7664415, 1376.3103, 49.730087, 1016.41296, 49.730087
720, 0.7712771, 1368.0204, 58.020042, 1008.123, 58.020042
840, 0.7755172, 1359.7316, 66.30885, 999.83417, 66.30885
960, 0.779307, 1351.4441, 74.59638, 991.54663, 74.59638
1080, 0.7827586, 1343.1545, 82.885895, 983.25714, 82.885895
1200, 0.78591764, 1334.8646, 91.17577, 974.9673, 91.17577
1320, 0.78883874, 1326.575, 99.46539, 966.6777, 99.46539
1440, 0.7915683, 1318.2844, 107.7559, 958.38715, 107.7559
1560, 0.7941169, 1309.996, 116.044304, 950.09875, 116.044304
1680, 0.79653186, 1301.7074, 124.33283, 941.81024, 124.33283
1800, 0.79883045, 1293.417, 132.62321, 933.51984, 132.62321
1920, 0.8010014, 1285.1289, 140.91135, 925.2317, 140.91135
2040, 0.80309343, 1276.8392, 149.20102, 916.942, 149.20102
2160, 0.8050903, 1268.5503, 157.48999, 908.653, 157.48999
2280, 0.80701673, 1260.2607, 165.77953, 900.36346, 165.77953
2400, 0.8088724, 1251.9712, 174.06903, 892.074, 174.06903
2520, 0.8106704, 1243.6809, 182.35933, 883.7837, 182.35933
2640, 0.8124046, 1235.3916, 190.64859, 875.49445, 190.64859
2760, 0.8140944, 1227.102, 198.93819, 867.20483, 198.93819
2880, 0.81573105, 1218.8137, 207.22653, 858.9165, 207.22653
3000, 0.81733435, 1210.5247, 215.51556, 850.62744, 215.51556
3120, 0.8188939, 1202.2361, 223.8041, 842.3389, 223.8041
3240, 0.820425, 1193.9465, 232.09363, 834.0494, 232.09363
3360, 0.8219178, 1185.6573, 240.38284, 825.7602, 240.38284
3480, 0.8233841, 1177.3677, 248.67249, 817.4706, 248.67249
3600, 0.8248196, 1169.0784, 256.96182, 809.1812, 256.96182
3720, 0.8262304, 1160.7892, 265.25104, 800.892, 265.25104
3840, 0.8276173, 1152.5001, 273.54004, 792.603, 273.54004
3960, 0.82898295, 1144.2112, 281.82895, 784.31415, 281.82895
4080, 0.83032703, 1135.9227, 290.11743, 776.02563, 290.11743
4200, 0.83166194, 1127.6326, 298.40762, 767.7355, 298.40762
4320, 0.83296895, 1119.3431, 306.69708, 759.446, 306.69708
4440, 0.8342646, 1111.0533, 314.98688, 751.1562, 314.98688
4560, 0.83553314, 1102.7659, 323.27432, 742.8688, 323.27432
4680, 0.8368093, 1094.4761, 331.56412, 734.579, 331.56412
4800, 0.8380567, 1086.1875, 339.85266, 726.2904, 339.85266
4920, 0.839301, 1077.8982, 348.1419, 718.00116, 348.1419
5040, 0.8405357, 1069.608, 356.43207, 709.711, 356.43207
5160, 0.84175235, 1061.3187, 364.7213, 701.42175, 364.7213
5280, 0.84295946, 1053.0305, 373.00958, 693.1335, 373.00958
5400, 0.8441583, 1044.7432, 381.2969, 684.8462, 381.2969
5520, 0.84536076, 1036.4543, 389.58575, 676.5573, 389.58575
5640, 0.84655106, 1028.1652, 397.87494, 668.2681, 397.87494
5760, 0.8477304, 1019.8767, 406.1634, 659.9797, 406.1634
5880, 0.8489058, 1011.5886, 414.45148, 651.6916, 414.45148
6000, 0.8500852, 1003.29895, 422.74118, 643.4019, 422.74118
6120, 0.85125136, 995.00964, 431.0305, 635.1126, 431.0305
6240, 0.85241103, 986.7214, 439.3188, 626.82434, 439.3188
6360, 0.8535741, 978.4326, 447.60754, 618.5356, 447.60754
6480, 0.85473335, 970.1436, 455.8965, 610.2466, 455.8965
6600, 0.8558867, 961.8553, 464.18484, 601.95825, 464.18484
6720, 0.8570411, 953.56696, 472.47314, 593.6699, 472.47314
6840, 0.858197, 945.27814, 480.76196, 585.3811, 480.76196
6960, 0.8593503, 936.98926, 489.05084, 577.0922, 489.05084
7080, 0.86049986, 928.7011, 497.339, 568.8041, 497.339
7200, 0.8616563, 920.4123, 505.62784, 560.51526, 505.62784
7320, 0.86280906, 912.1238, 513.9163, 552.22675, 513.9163
7440, 0.8639641, 903.8354, 522.2047, 543.93835, 522.2047
7560, 0.8651173, 895.5479, 530.4922, 535.6509, 530.4922
7680, 0.8662856, 887.2585, 538.7816, 527.36145, 538.7816
7800, 0.86744374, 878.9701, 547.07, 519.07306, 547.07
7920, 0.8686075, 870.6821, 555.358, 510.7851, 555.358
8040, 0.86977357, 862.39496, 563.64514, 502.4979, 563.64514
8160, 0.8709483, 854.10754, 571.93256, 494.21045, 571.93256
8280, 0.8721341, 845.8185, 580.2216, 485.9214, 580.2216
8400, 0.8733127, 837.5306, 588.5095, 477.6335, 588.5095
8520, 0.87450516, 829.24207, 596.79803, 469.34497, 596.79803
8640, 0.8756946, 820.95496, 605.08514, 461.05786, 605.08514
8760, 0.8769085, 812.66534, 613.37476, 452.76825, 613.37476
8880, 0.87810874, 804.3779, 621.6622, 444.48083, 621.6622
9000, 0.8793342, 796.08887, 629.9513, 436.19174, 629.9513
9120, 0.8805567, 787.80066, 638.2395, 427.90353, 638.2395
9240, 0.8817959, 779.51166, 646.5285, 419.61456, 646.5285
9360, 0.88304317, 771.2223, 654.8179, 411.3252, 654.8179
9480, 0.8842945, 762.9339, 663.10626, 403.0368, 663.10626
9600, 0.88556504, 754.64465, 671.3955, 394.7476, 671.3955
9720, 0.8868427, 746.35565, 679.6845, 386.4586, 679.6845
9840, 0.88813627, 738.0661, 687.97406, 378.16904, 687.97406
9960, 0.8894358, 729.7776, 696.2626, 369.88055, 696.2626
10080, 0.8907573, 721.4884, 704.55176, 361.59137, 704.55176
10200, 0.89209056, 713.1992, 712.84094, 353.30222, 712.84094
10320, 0.89344275, 704.90936, 721.1308, 345.0124, 721.1308
10440, 0.89480436, 696.6205, 729.4197, 336.7235, 729.4197
10560, 0.8961946, 688.33014, 737.71, 328.4332, 737.71
10680, 0.8975926, 680.04083, 745.9993, 320.1439, 745.9993
10800, 0.8990177, 671.751, 754.2892, 311.854, 754.2892
10920, 0.9004583, 663.4618, 762.57837, 303.56482, 762.57837
11040, 0.9019267, 655.1721, 770.86804, 295.27515, 770.86804
11160, 0.90341294, 646.8833, 779.15686, 286.98633, 779.15686
11280, 0.9049257, 638.59503, 787.4451, 278.6981, 787.4451
11400, 0.90646744, 630.30695, 795.7332, 270.40997, 795.7332
11520, 0.908043, 622.0179, 804.0223, 262.1209, 804.0223
11640, 0.9096459, 613.72864, 812.3115, 253.83168, 812.3115
11760, 0.9112826, 605.439, 820.60114, 245.5421, 820.60114
11880, 0.9129499, 597.1501, 828.8901, 237.25316, 828.8901
12000, 0.91465485, 588.8618, 837.17834, 228.96487, 837.17834
12120, 0.9164046, 580.5732, 845.467, 220.67625, 845.467
12240, 0.918193, 572.28534, 853.7548, 212.38841, 853.7548
12360, 0.92004114, 563.9955, 862.0447, 204.09857, 862.0447
12480, 0.9219276, 555.7065, 870.3337, 195.80956, 870.3337
12600, 0.92387354, 547.41736, 878.6228, 187.52042, 878.6228
12720, 0.92587996, 539.12805, 886.9121, 179.2311, 886.9121
12840, 0.9279546, 530.838, 895.20215, 170.94107, 895.20215
12960, 0.9300916, 522.54944, 903.4907, 162.65247, 903.4907
13080, 0.9323139, 514.2609, 911.77924, 154.36395, 911.77924
13200, 0.9346242, 505.9725, 920.0676, 146.07553, 920.0676
13320, 0.9370329, 497.68408, 928.356, 137.78711, 928.356
13440, 0.9395548, 489.39493, 936.6452, 129.49794, 936.6452
13560, 0.9421915, 481.107, 944.93317, 121.21001, 944.93317
13680, 0.94498044, 472.81778, 953.22235, 112.92079, 953.22235
13800, 0.8723543, 481.1072, 944.9329, 121.210205, 944.9329
13920, 0.8697126, 489.39645, 936.6437, 129.49945, 936.6437
14040, 0.86719483, 497.68552, 928.3546, 137.78851, 928.3546
14160, 0.8647882, 505.97412, 920.06604, 146.07712, 920.06604
14280, 0.86247206, 514.26385, 911.7763, 154.36687, 911.7763
14400, 0.86024636, 522.5542, 903.48596, 162.6572, 903.48596
14520, 0.8581039, 530.84424, 895.1959, 170.94727, 895.1959
14640, 0.85603696, 539.1333, 886.90686, 179.23634, 886.90686
14760, 0.854026, 547.4235, 878.61664, 187.52658, 878.61664
14880, 0.852083, 555.7132, 870.32697, 195.81625, 870.32697
15000, 0.8501884, 564.00385, 862.0363, 204.10689, 862.0363
15120, 0.8483583, 572.2925, 853.7477, 212.39552, 853.7477
15240, 0.8465661, 580.5812, 845.459, 220.6842, 845.459
15360, 0.8448115, 588.8712, 837.16895, 228.97423, 837.16895
15480, 0.84310925, 597.16, 828.8802, 237.26299, 828.8802
15600, 0.8414321, 605.45026, 820.5899, 245.55328, 820.5899
15720, 0.8398016, 613.7395, 812.30066, 253.84256, 812.30066
15840, 0.83820045, 622.02856, 804.0116, 262.13162, 804.0116
15960, 0.83663195, 630.317, 795.72314, 270.42007, 795.72314
16080, 0.83509004, 638.60535, 787.4348, 278.7084, 787.4348
16200, 0.8335655, 646.8957, 779.1445, 286.99878, 779.1445
16320, 0.8320833, 655.18427, 770.8559, 295.28738, 770.8559
16440, 0.83061427, 663.4735, 762.56665, 303.57663, 762.56665
16560, 0.8291743, 671.76196, 754.2782, 311.86508, 754.2782
16680, 0.827749, 680.0511, 745.9891, 320.15417, 745.9891
16800, 0.82635224, 688.3389, 737.70123, 328.44205, 737.70123
16920, 0.82496786, 696.627, 729.41315, 336.73013, 729.41315
17040, 0.8236027, 704.915, 721.1252, 345.0181, 721.1252
17160, 0.8222472, 713.2044, 712.83575, 353.3075, 712.83575
17280, 0.8209218, 721.49207, 704.5481, 361.59515, 704.5481
17400, 0.81960195, 729.7801, 696.2601, 369.88318, 696.2601
17520, 0.81829804, 738.06805, 687.9721, 378.17114, 687.9721
17640, 0.81700146, 746.35724, 679.6829, 386.46036, 679.6829
17760, 0.8157227, 754.6465, 671.3937, 394.7496, 671.3937
17880, 0.81445205, 762.9365, 663.10364, 403.03967, 663.10364
18000, 0.81320107, 771.2255, 654.81464, 411.32864, 654.81464
18120, 0.8119569, 779.5142, 646.52594, 419.61734, 646.52594
18240, 0.8107175, 787.8037, 638.23645, 427.90686, 638.23645
18360, 0.8094929, 796.0928, 629.9474, 436.19592, 629.9474
18480, 0.80828035, 804.3806, 621.65955, 444.48376, 621.65955
18600, 0.80706483, 812.6697, 613.3705, 452.77283, 613.3705
18720, 0.8058617, 820.9588, 605.08136, 461.06195, 605.08136
18840, 0.8046682, 829.2474, 596.7928, 469.35056, 596.7928
18960, 0.8034775, 837.5362, 588.50397, 477.63937, 588.50397
19080, 0.8022939, 845.82495, 580.2152, 485.92813, 580.2152
19200, 0.8011192, 854.11285, 571.9273, 494.21603, 571.9273
19320, 0.7999425, 862.4014, 563.63873, 502.5046, 563.63873
19440, 0.79877245, 870.69006, 555.3501, 510.79327, 555.3501
19560, 0.797606, 878.9789, 547.0613, 519.0821, 547.0613
19680, 0.79644525, 887.2673, 538.7729, 527.3705, 538.7729
19800, 0.79528284, 895.5563, 530.4839, 535.6595, 530.4839
19920, 0.79412514, 903.8453, 522.1949, 543.9485, 522.1949
20040, 0.7929771, 912.1326, 513.90753, 552.23584, 513.90753
20160, 0.79181707, 920.4213, 505.61887, 560.52454, 505.61887
20280, 0.79065853, 928.7112, 497.32904, 568.8144, 497.32904
20400, 0.7895147, 936.99896, 489.04126, 577.1022, 489.04126
20520, 0.7883569, 945.28784, 480.75238, 585.39105, 480.75238
20640, 0.7872075, 953.5758, 472.46442, 593.679, 472.46442
20760, 0.7860477, 961.8649, 464.1753, 601.96814, 464.1753
20880, 0.78489625, 970.15295, 455.88724, 610.25616, 455.88724
21000, 0.7837356, 978.4415, 447.59866, 618.54474, 447.59866
21120, 0.782573, 986.73047, 439.3097, 626.8337, 439.3097
21240, 0.7814086, 995.0195, 431.0207, 635.1227, 431.0207
21360, 0.78024656, 1003.3072, 422.73297, 643.4104, 422.73297
21480, 0.77906823, 1011.5963, 414.44388, 651.6995, 414.44388
21600, 0.7778947, 1019.88464, 406.15558, 659.98785, 406.15558
21720, 0.77670884, 1028.1737, 397.86658, 668.27686, 397.86658
21840, 0.7755231, 1036.462, 389.57825, 676.5652, 389.57825
21960, 0.774333, 1044.7491, 381.2911, 684.8523, 381.2911
22080, 0.77312297, 1053.0378, 373.00244, 693.141, 373.00244
22200, 0.7719096, 1061.3269, 364.71335, 701.43005, 364.71335
22320, 0.77069277, 1069.6151, 356.4251, 709.7183, 356.4251
22440, 0.7694628, 1077.9033, 348.13696, 718.0065, 348.13696
22560, 0.7682196, 1086.1919, 339.84836, 726.29504, 339.84836
22680, 0.7669699, 1094.4797, 331.56046, 734.58295, 331.56046
22800, 0.7657049, 1102.7676, 323.27264, 742.8708, 323.27264
22920, 0.7644259, 1111.0554, 314.98483, 751.15857, 314.98483
23040, 0.7631318, 1119.3433, 306.697, 759.4464, 306.697
23160, 0.7618181, 1127.632, 298.4083, 767.7351, 298.4083
23280, 0.76048875, 1135.9211, 290.11914, 776.02423, 290.11914
23400, 0.7591479, 1144.2092, 281.83112, 784.31226, 281.83112
23520, 0.7577807, 1152.4976, 273.54282, 792.6006, 273.54282
23640, 0.7563914, 1160.7863, 265.25415, 800.8892, 265.25415
23760, 0.7549767, 1169.0757, 256.96475, 809.17865, 256.96475
23880, 0.75354236, 1177.3645, 248.67589, 817.4675, 248.67589
24000, 0.75207907, 1185.6532, 240.38725, 825.75616, 240.38725
24120, 0.7505868, 1193.9414, 232.09901, 834.04443, 232.09901
24240, 0.74905795, 1202.2302, 223.81024, 842.3332, 223.81024
24360, 0.7474969, 1210.5188, 215.52164, 850.62177, 215.52164
24480, 0.74589956, 1218.8068, 207.23364, 858.9098, 207.23364
24600, 0.74425226, 1227.096, 198.9445, 867.1989, 198.9445
24720, 0.7425642, 1235.385, 190.6554, 875.48804, 190.6554
24840, 0.7408298, 1243.6732, 182.36722, 883.77625, 182.36722
24960, 0.7390297, 1251.9628, 174.07771, 892.06573, 174.07771
25080, 0.73718524, 1260.2499, 165.79063, 900.35284, 165.79063
25200, 0.7352489, 1268.5398, 157.50076, 908.6427, 157.50076
25320, 0.7332561, 1276.8281, 149.21243, 916.931, 149.21243
25440, 0.7311686, 1285.1171, 140.92354, 925.2199, 140.92354
25560, 0.72899395, 1293.4047, 132.63597, 933.50745, 132.63597
25680, 0.7266923, 1301.6948, 124.34581, 941.7976, 124.34581
25800, 0.72428185, 1309.9841, 116.05654, 950.08685, 116.05654
25920, 0.7217205, 1318.2742, 107.76655, 958.37683, 107.76655
26040, 0.7941284, 1309.984, 116.05673, 950.0867, 116.05673
26160, 0.7965381, 1301.695, 124.345856, 941.79755, 124.345856
26280, 0.7988299, 1293.4054, 132.63539, 933.508, 132.63539
26400, 0.801008, 1285.1165, 140.92427, 925.2191, 140.92427
26520, 0.8030955, 1276.827, 149.21371, 916.9297, 149.21371
26640, 0.80509764, 1268.5371, 157.50363, 908.6398, 157.50363
26760, 0.80701935, 1260.2477, 165.79306, 900.35034, 165.79306
26880, 0.8088772, 1251.9578, 174.08296, 892.0604, 174.08296
27000, 0.8106667, 1243.669, 182.37181, 883.7716, 182.37181
27120, 0.8124064, 1235.3799, 190.66092, 875.4825, 190.66092
27240, 0.8140879, 1227.0922, 198.94858, 867.1948, 198.94858
27360, 0.8157348, 1218.8035, 207.2373, 858.90607, 207.2373
27480, 0.81733793, 1210.514, 215.52669, 850.6167, 215.52669
27600, 0.8188956, 1202.2256, 223.81514, 842.32825, 223.81514
27720, 0.8204209, 1193.9374, 232.10335, 834.04004, 232.10335
27840, 0.8219161, 1185.6489, 240.39182, 825.7516, 240.39182
27960, 0.8233859, 1177.3593, 248.6815, 817.4619, 248.6815
28080, 0.82481796, 1169.0706, 256.97015, 809.1733, 256.97015
28200, 0.826228, 1160.7822, 265.25854, 800.8849, 265.25854
28320, 0.8276175, 1152.4934, 273.54733, 792.5961, 273.54733
28440, 0.82898587, 1144.2041, 281.8366, 784.3068, 281.8366
28560, 0.83032584, 1135.9161, 290.12457, 776.01886, 290.12457
28680, 0.8316613, 1127.6263, 298.41437, 767.72906, 298.41437
28800, 0.83296764, 1119.3374, 306.70334, 759.4401, 306.70334
28920, 0.83426464, 1111.0479, 314.99295, 751.1505, 314.99295
29040, 0.83554095, 1102.7589, 323.2819, 742.8616, 323.2819
29160, 0.8368094, 1094.4694, 331.57147, 734.57196, 331.57147
29280, 0.83806264, 1086.1797, 339.8611, 726.28235, 339.8611
29400, 0.83930147, 1077.8906, 348.1502, 717.9933, 348.1502
29520, 0.84053326, 1069.6013, 356.43958, 709.7039, 356.43958
29640, 0.8417565, 1061.3114, 364.72952, 701.414, 364.72952
29760, 0.8429629, 1053.0226, 373.01828, 693.12524, 373.01828
29880, 0.84416616, 1044.7338, 381.30707, 684.8365, 381.30707
30000, 0.8453624, 1036.4448, 389.59598, 676.54755, 389.59598
30120, 0.8465514, 1028.1559, 397.88495, 668.2586, 397.88495
30240, 0.84773475, 1019.86676, 406.17404, 659.9695, 406.17404
30360, 0.8489107, 1011.57794, 414.4629, 651.68066, 414.4629
30480, 0.85008454, 1003.28876, 422.7521, 643.3915, 422.7521
30600, 0.8512558, 994.99884, 431.04205, 635.10156, 431.04205
30720, 0.85241723, 986.70953, 439.33136, 626.81226, 439.33136
30840, 0.8535764, 978.42065, 447.62027, 618.5234, 447.62027
30960, 0.8547356, 970.1316, 455.90936, 610.2343, 455.90936
31080, 0.85589254, 961.84235, 464.1986, 601.94507, 464.1986
31200, 0.85704833, 953.55286, 472.4881, 593.6556, 472.4881
31320, 0.85820067, 945.2637, 480.77728, 585.3664, 480.77728
31440, 0.8593531, 936.9746, 489.06635, 577.07733, 489.06635
31560, 0.8605026, 928.68634, 497.3546, 568.78906, 497.3546
31680, 0.8616628, 920.39655, 505.6444, 560.49927, 505.6444
31800, 0.8628098, 912.1084, 513.9326, 552.21106, 513.9326
31920, 0.86396134, 903.8211, 522.2199, 543.92377, 522.2199
32040, 0.8651268, 895.532, 530.50903, 535.63464, 530.50903
32160, 0.86628675, 887.24286, 538.79816, 527.3455, 538.79816
32280, 0.86745036, 878.9535, 547.0875, 519.05615, 547.0875
32400, 0.8686086, 870.66583, 555.3752, 510.7685, 555.3752
32520, 0.86977977, 862.3778, 563.6632, 502.48047, 563.6632
32640, 0.87095183, 854.09015, 571.95087, 494.1928, 571.95087
32760, 0.8721329, 845.80194, 580.2391, 485.90457, 580.2391
32880, 0.87331444, 837.5142, 588.5268, 477.61685, 588.5268
33000, 0.87451005, 829.22516, 596.81586, 469.3278, 596.81586
33120, 0.8757024, 820.9369, 605.1041, 461.03952, 605.1041
33240, 0.87691164, 812.64716, 613.39386, 452.74982, 613.39386
33360, 0.8781142, 804.35913, 621.6819, 444.4618, 621.6819
33480, 0.8793362, 796.07025, 629.97076, 436.17288, 629.97076
33600, 0.88055444, 787.7832, 638.2578, 427.8858, 638.2578
33720, 0.8817986, 779.4942, 646.5468, 419.5968, 646.5468
33840, 0.8830404, 771.206, 654.835, 411.3086, 654.835
33960, 0.88429505, 762.918, 663.123, 403.02063, 663.123
34080, 0.88555723, 754.63104, 671.41, 394.73367, 671.41
34200, 0.8868427, 746.3425, 679.6985, 386.44513, 679.6985
34320, 0.8881345, 738.05383, 687.9872, 378.15643, 687.9872
34440, 0.8894379, 729.7653, 696.2757, 369.86792, 696.2757
34560, 0.8907535, 721.4774, 704.5636, 361.58002, 704.5636
34680, 0.8920851, 713.1899, 712.85114, 353.29245, 712.85114
34800, 0.8934398, 704.90106, 721.13995, 345.0036, 721.13995
34920, 0.89480054, 696.61334, 729.4277, 336.71588, 729.4277
35040, 0.8961829, 688.32587, 737.71515, 328.42838, 737.71515
35160, 0.8975841, 680.0386, 746.00244, 320.1411, 746.00244
35280, 0.8990095, 671.7506, 754.2904, 311.85312, 754.2904
35400, 0.90045726, 663.4617, 762.57935, 303.56418, 762.57935
35520, 0.90191746, 655.174, 770.867, 295.27655, 770.867
35640, 0.9034104, 646.8857, 779.15533, 286.98822, 779.15533
35760, 0.90492254, 638.598, 787.443, 278.7006, 787.443
35880, 0.90647, 630.30927, 795.73175, 270.41183, 795.73175
36000, 0.9080416, 622.02045, 804.02057, 262.123, 804.02057
36120, 0.90963775, 613.7329, 812.3081, 253.83543, 812.3081
36240, 0.91127443, 605.44495, 820.59607, 245.54745, 820.59607
36360, 0.91294926, 597.1559, 828.88513, 237.25842, 828.88513
36480, 0.9146533, 588.8677, 837.17334, 228.97021, 837.17334
36600, 0.9164064, 580.5784, 845.4626, 220.68097, 845.4626
36720, 0.9181969, 572.2895, 853.7515, 212.39204, 853.7515
36840, 0.9200424, 563.9992, 862.0418, 204.10175, 862.0418
36960, 0.9219293, 555.70966, 870.33136, 195.8122, 870.33136
37080, 0.9238751, 547.42004, 878.621, 187.52257, 878.621
37200, 0.92588174, 539.1302, 886.9108, 179.23274, 886.9108
37320, 0.9279522, 530.8406, 895.20044, 170.94315, 895.20044
37440, 0.9300928, 522.5516, 903.48944, 162.65416, 903.48944
37560, 0.93232083, 514.2615, 911.77954, 154.36407, 911.77954
37680, 0.9346329, 505.9712, 920.0698, 146.0738, 920.0698
37800, 0.9370377, 497.68185, 928.35913, 137.78447, 928.35913
37920, 0.93955994, 489.39178, 936.64923, 129.49438, 936.64923
38040, 0.94219744, 481.1028, 944.9382, 121.20542, 944.9382
38160, 0.86971015, 489.39288, 936.6481, 129.4955, 936.6481
38280, 0.8672011, 497.68085, 928.3601, 137.78348, 928.3601
38400, 0.86478496, 505.97043, 920.0705, 146.07306, 920.0705
38520, 0.86247826, 514.2591, 911.7818, 154.36172, 911.7818
38640, 0.8602499, 522.54895, 903.49194, 162.6516, 903.49194
38760, 0.8581089, 530.83826, 895.20264, 170.94089, 895.20264
38880, 0.8560339, 539.1283, 886.9126, 179.23096, 886.9126
39000, 0.8540307, 547.4178, 878.6231, 187.52046, 878.6231
39120, 0.8520864, 555.70703, 870.33386, 195.80971, 870.33386
39240, 0.8501941, 563.99677, 862.0441, 204.09943, 862.0441
39360, 0.84836066, 572.2852, 853.7557, 212.38788, 853.7557
39480, 0.84656507, 580.57446, 845.46643, 220.67712, 845.46643
39600, 0.84481424, 588.8642, 837.1767, 228.96687, 837.1767
39720, 0.84310937, 597.15326, 828.88763, 237.25594, 828.88763
39840, 0.84143555, 605.4431, 820.5978, 245.54579, 820.5978
39960, 0.8398032, 613.73236, 812.30853, 253.83502, 812.30853
40080, 0.8382029, 622.0212, 804.0197, 262.12387, 804.0197
40200, 0.8366327, 630.30975, 795.73114, 270.41245, 795.73114
40320, 0.83508337, 638.59985, 787.44104, 278.70255, 787.44104
40440, 0.8335725, 646.8889, 779.152, 286.9916, 779.152
40560, 0.83208364, 655.17773, 770.86316, 295.28043, 770.86316
40680, 0.8306154, 663.467, 762.5739, 303.5697, 762.5739
40800, 0.82917345, 671.7559, 754.285, 311.8586, 754.285
40920, 0.82775295, 680.04443, 745.99646, 320.1471, 745.99646
41040, 0.8263459, 688.3339, 737.707, 328.4366, 737.707
41160, 0.824963, 696.6233, 729.4176, 336.72595, 729.4176
41280, 0.8236, 704.912, 721.1289, 345.01465, 721.1289
41400, 0.82224864, 713.2012, 712.8397, 353.30386, 712.8397
41520, 0.820914, 721.49066, 704.55023, 361.59335, 704.55023
41640, 0.81959677, 729.7799, 696.261, 369.8826, 696.261
41760, 0.81829125, 738.0694, 687.9715, 378.17206, 687.9715
41880, 0.8169979, 746.3594, 679.6815, 386.462, 679.6815
42000, 0.81572354, 754.6484, 671.3925, 394.751, 671.3925
42120, 0.8144548, 762.9378, 663.1031, 403.0404, 663.1031
42240, 0.8132022, 771.2265, 654.8144, 411.3291, 654.8144
42360, 0.811953, 779.51605, 646.52484, 419.61862, 646.52484
42480, 0.8107209, 787.80475, 638.23615, 427.90735, 638.23615
42600, 0.8094963, 796.093, 629.9479, 436.19565, 629.9479
42720, 0.8082808, 804.38074, 621.66016, 444.4834, 621.66016
42840, 0.80706096, 812.67065, 613.37024, 452.77335, 613.37024
42960, 0.80586624, 820.9588, 605.0821, 461.06146, 605.0821
43080, 0.8046622, 829.2487, 596.7922, 469.35138, 596.7922
43200, 0.8034758, 837.5379, 588.503, 477.64056, 588.503
43320, 0.802287, 845.8282, 580.2127, 485.93082, 580.2127
43440, 0.80111766, 854.11633, 571.92456, 494.21896, 571.92456
43560, 0.7999395, 862.40546, 563.63544, 502.5081, 563.63544
43680, 0.798769, 870.69476, 555.3461, 510.7974, 555.3461
43800, 0.7976054, 878.9836, 547.0573, 519.0862, 547.0573
43920, 0.79644257, 887.27246, 538.76843, 527.37506, 538.76843
44040, 0.79527926, 895.5621, 530.4788, 535.6647, 530.4788
44160, 0.794127, 903.8505, 522.19037, 543.9531, 522.19037
44280, 0.79296803, 912.1397, 513.9012, 552.2423, 513.9012
44400, 0.7918146, 920.4287, 505.61215, 560.5313, 505.61215
44520, 0.79065454, 928.7192, 497.32166, 568.8218, 497.32166
44640, 0.7895069, 937.0084, 489.03238, 577.111, 489.03238
44760, 0.788352, 945.2981, 480.7427, 585.4007, 480.7427
44880, 0.7872009, 953.5872, 472.4536, 593.6898, 472.4536
45000, 0.78604984, 961.87555, 464.1653, 601.97815, 464.1653
45120, 0.78489125, 970.16437, 455.87646, 610.26697, 455.87646
45240, 0.7837301, 978.4538, 447.587, 618.5564, 447.587
45360, 0.7825727, 986.74243, 439.29834, 626.84503, 439.29834
45480, 0.78140426, 995.03204, 431.00873, 635.13464, 431.00873
45600, 0.78023994, 1003.32086, 422.71994, 643.42346, 422.71994
45720, 0.7790705, 1011.609, 414.43176, 651.7117, 414.43176
45840, 0.77789795, 1019.8962, 406.14456, 659.99884, 406.14456
45960, 0.77670765, 1028.185, 397.85562, 668.2878, 397.85562
46080, 0.77552104, 1036.4735, 389.56717, 676.57623, 389.56717
46200, 0.77432406, 1044.7622, 381.27844, 684.865, 381.27844
46320, 0.7731131, 1053.0526, 372.988, 693.15546, 372.988
46440, 0.7719097, 1061.3412, 364.6994, 701.44403, 364.6994
46560, 0.7706865, 1069.6304, 356.41025, 709.7332, 356.41025
46680, 0.7694561, 1077.9196, 348.1211, 718.02234, 348.1211
46800, 0.7682154, 1086.2085, 339.8321, 726.31134, 339.8321
46920, 0.7669647, 1094.497, 331.54358, 734.59985, 331.54358
47040, 0.76569897, 1102.7855, 323.25504, 742.8884, 323.25504
47160, 0.7644202, 1111.074, 314.96658, 751.1769, 314.96658
47280, 0.7631272, 1119.3622, 306.67838, 759.4651, 306.67838
47400, 0.7618151, 1127.6509, 298.38968, 767.7538, 298.38968
47520, 0.76048803, 1135.9396, 290.10104, 776.0424, 290.10104
47640, 0.7591365, 1144.2295, 281.8112, 784.3323, 281.8112
47760, 0.75777745, 1152.5178, 273.5229, 792.62054, 273.5229
47880, 0.75639117, 1160.8058, 265.23492, 800.9085, 265.23492
48000, 0.75498086, 1169.0935, 256.94714, 809.1963, 256.94714
48120, 0.75353837, 1177.3826, 248.65808, 817.48535, 248.65808
48240, 0.75207937, 1185.6704, 240.3702, 825.77325, 240.3702
48360, 0.7505814, 1193.9591, 232.08145, 834.062, 232.08145
48480, 0.7490501, 1202.2489, 223.79169, 842.3518, 223.79169
48600, 0.74749064, 1210.5381, 215.50249, 850.641, 215.50249
48720, 0.7458954, 1218.8262, 207.2144, 858.9291, 207.2144
48840, 0.74424636, 1227.1157, 198.92482, 867.2187, 198.92482
48960, 0.74256325, 1235.4042, 190.63638, 875.50714, 190.63638
49080, 0.7408246, 1243.6926, 182.34793, 883.7956, 182.34793
