Time, Voltage, c1c, c0c, c1a, c2a
147840, 0.88811934, 738.1341, 687.9071, 378.23773, 687.9071
147960, 0.88943064, 729.84436, 696.19684, 369.94803, 696.19684
148080, 0.8907455, 721.5554, 704.4858, 361.6591, 704.4858
148200, 0.8920846, 713.2652, 712.776, 353.36884, 712.776
148320, 0.8934263, 704.9766, 721.0646, 345.08023, 721.0646
148440, 0.8947964, 696.6871, 729.3541, 336.79065, 729.3541
148560, 0.89617324, 688.399, 737.6422, 328.50253, 737.6422
148680, 0.8975818, 680.1095, 745.9317, 320.213, 745.9317
148800, 0.8989955, 671.8219, 754.2193, 311.92538, 754.2193
148920, 0.90044916, 663.532, 762.5092, 303.63547, 762.5092
149040, 0.9019044, 655.24445, 770.79675, 295.34793, 770.79675
149160, 0.903404, 646.9547, 779.0865, 287.0582, 779.0865
149280, 0.9049107, 638.6669, 787.3743, 278.77036, 787.3743
149400, 0.9064619, 630.377, 795.6642, 270.4805, 795.6642
149520, 0.90802675, 622.08856, 803.95264, 262.19205, 803.95264
149640, 0.90963435, 613.7988, 812.2424, 253.90233, 812.2424
149760, 0.91126364, 605.5103, 820.5309, 245.61382, 820.5309
149880, 0.9129392, 597.2205, 828.8207, 237.32405, 828.8207
150000, 0.91464114, 588.932, 837.1092, 229.03554, 837.1092
150120, 0.9163933, 580.6426, 845.3986, 220.74612, 845.3986
150240, 0.91817784, 572.35474, 853.68646, 212.45827, 853.68646
150360, 0.92002904, 564.06415, 861.97705, 204.16766, 861.97705
150480, 0.9219117, 555.77515, 870.26605, 195.87863, 870.26605
150600, 0.9238611, 547.48517, 878.556, 187.58864, 878.556
150720, 0.85207504, 555.7735, 870.2677, 195.87697, 870.2677
150840, 0.85018706, 564.06146, 861.97974, 204.16496, 861.97974
150960, 0.8483451, 572.3502, 853.691, 212.4537, 853.691
151080, 0.8465564, 580.6383, 845.4029, 220.7418, 845.4029
151200, 0.8448012, 588.928, 837.1132, 229.03148, 837.1132
151320, 0.8430996, 597.2163, 828.8249, 237.31982, 828.8249
151440, 0.84142864, 605.5049, 820.5363, 245.60843, 820.5363
151560, 0.8398006, 613.79205, 812.24915, 253.8956, 812.24915
151680, 0.83818793, 622.08167, 803.95953, 262.18518, 803.95953
151800, 0.8366242, 630.3696, 795.6716, 270.47314, 795.6716
151920, 0.8350767, 638.65875, 787.38245, 278.76227, 787.38245
152040, 0.8335659, 646.9469, 779.0943, 287.0504, 779.0943
152160, 0.8320677, 655.23694, 770.80426, 295.34042, 770.80426
152280, 0.8306067, 663.5258, 762.5154, 303.62933, 762.5154
152400, 0.8291607, 671.81525, 754.22595, 311.9188, 754.22595
152520, 0.8277341, 680.10565, 745.93555, 320.20917, 745.93555
152640, 0.8263384, 688.39453, 737.64667, 328.49808, 737.64667
152760, 0.8249544, 696.68353, 729.35767, 336.78708, 729.35767
152880, 0.8235864, 704.973, 721.0682, 345.0766, 721.0682
153000, 0.8222368, 713.26263, 712.77856, 353.36624, 712.77856
153120, 0.82090473, 721.552, 704.4892, 361.6556, 704.4892
153240, 0.819589, 729.84076, 696.20044, 369.9444, 696.20044
153360, 0.81828177, 738.1302, 687.911, 378.23386, 687.911
153480, 0.8169922, 746.4193, 679.6219, 386.52298, 679.6219
153600, 0.815713, 754.7086, 671.3326, 394.81226, 671.3326
153720, 0.81444657, 762.9978, 663.0434, 403.10144, 663.0434
153840, 0.8131917, 771.2868, 654.7544, 411.39044, 654.7544
153960, 0.81194705, 779.5756, 646.4656, 419.6793, 646.4656
154080, 0.81071943, 787.86273, 638.17847, 427.96637, 638.17847
154200, 0.80948615, 796.15137, 629.88983, 436.255, 629.88983
154320, 0.8082665, 804.44037, 621.6008, 444.544, 621.6008
154440, 0.8070586, 812.7289, 613.3123, 452.83255, 613.3123
154560, 0.80584675, 821.0194, 605.0218, 461.1231, 605.0218
154680, 0.8046556, 829.30884, 596.73236, 469.41257, 596.73236
154800, 0.80347073, 837.5972, 588.444, 477.70096, 588.444
154920, 0.80228275, 845.88654, 580.15466, 485.99026, 580.15466
155040, 0.80110407, 854.17584, 571.86536, 494.27957, 571.86536
155160, 0.7999326, 862.4646, 563.5766, 502.56836, 563.5766
155280, 0.7987621, 870.7536, 555.2876, 510.85736, 555.2876
155400, 0.7975911, 879.0437, 546.9975, 519.14746, 546.9975
155520, 0.7964314, 887.3331, 538.70807, 527.4369, 538.70807
155640, 0.7952711, 895.6227, 530.4185, 535.72644, 530.4185
155760, 0.7941141, 903.9121, 522.1291, 544.01587, 522.1291
155880, 0.7929603, 912.2011, 513.8401, 552.3049, 513.8401
156000, 0.7918047, 920.4904, 505.55075, 560.5942, 505.55075
156120, 0.79064584, 928.78094, 497.26025, 568.8847, 497.26025
156240, 0.7894964, 937.0706, 488.97055, 577.1744, 488.97055
156360, 0.7883419, 945.3606, 480.68054, 585.46436, 480.68054
156480, 0.7871913, 953.6499, 472.39124, 593.75366, 472.39124
156600, 0.78603685, 961.93915, 464.102, 602.0429, 464.102
156720, 0.7848779, 970.22894, 455.8122, 610.3327, 455.8122
156840, 0.7837231, 978.51794, 447.5232, 618.6217, 447.5232
156960, 0.78256404, 986.8065, 439.23462, 626.9103, 439.23462
157080, 0.78139466, 995.09625, 430.9449, 635.2, 430.9449
157200, 0.7802274, 1003.3858, 422.65533, 643.48956, 422.65533
157320, 0.7790586, 1011.67456, 414.36655, 651.7783, 414.36655
157440, 0.7778775, 1019.9642, 406.0769, 660.06793, 406.0769
157560, 0.77669775, 1028.2532, 397.78793, 668.3569, 397.78793
157680, 0.7755095, 1036.542, 389.4991, 676.6457, 389.4991
157800, 0.7743119, 1044.8312, 381.20987, 684.93494, 381.20987
157920, 0.7731059, 1053.121, 372.92007, 693.22473, 372.92007
158040, 0.77189493, 1061.4106, 364.63043, 701.51434, 364.63043
158160, 0.7706784, 1069.6993, 356.34174, 709.80304, 356.34174
158280, 0.7694466, 1077.9883, 348.05276, 718.092, 348.05276
158400, 0.7682097, 1086.2762, 339.7648, 726.37994, 339.7648
158520, 0.7669483, 1094.566, 331.47495, 734.6698, 331.47495
158640, 0.76568526, 1102.8552, 323.18573, 742.95905, 323.18573
158760, 0.7644063, 1111.1443, 314.8966, 751.24817, 314.8966
158880, 0.76311326, 1119.4331, 306.60776, 759.53705, 306.60776
159000, 0.7618036, 1127.7218, 298.31903, 767.82574, 298.31903
159120, 0.76047164, 1136.0115, 290.0293, 776.1155, 290.0293
159240, 0.75913215, 1144.2997, 281.74106, 784.40375, 281.74106
159360, 0.7577648, 1152.5881, 273.45258, 792.69226, 273.45258
159480, 0.7563732, 1160.8774, 265.1633, 800.98157, 265.1633
159600, 0.7549627, 1169.1665, 256.87427, 809.2706, 256.87427
159720, 0.7535297, 1177.4546, 248.58612, 817.5588, 248.58612
159840, 0.75206316, 1185.7432, 240.29752, 825.84735, 240.29752
159960, 0.7505698, 1194.0315, 232.00916, 834.13574, 232.00916
160080, 0.749046, 1202.3192, 223.72144, 842.42346, 223.72144
160200, 0.747488, 1210.6061, 215.4346, 850.7103, 215.4346
160320, 0.7458784, 1218.895, 207.14572, 858.9992, 207.14572
160440, 0.7442406, 1227.1829, 198.8579, 867.28705, 198.8579
160560, 0.74254984, 1235.4712, 190.56956, 875.5754, 190.56956
160680, 0.7408155, 1243.7585, 182.28226, 883.8627, 182.28226
160800, 0.7390233, 1252.0454, 173.99542, 892.1495, 173.99542
160920, 0.73716384, 1260.333, 165.70778, 900.43713, 165.70778
161040, 0.80885106, 1252.0447, 173.9961, 892.1488, 173.9961
161160, 0.8106414, 1243.7573, 182.28348, 883.8614, 182.28348
161280, 0.8123846, 1235.469, 190.57182, 875.57306, 190.57182
161400, 0.81407, 1227.1813, 198.85948, 867.2854, 198.85948
161520, 0.81571895, 1218.8922, 207.14856, 858.99634, 207.14856
161640, 0.81731415, 1210.6044, 215.43646, 850.70844, 215.43646
161760, 0.81887794, 1202.316, 223.72475, 842.42017, 223.72475
161880, 0.8204019, 1194.0283, 232.01242, 834.1325, 232.01242
162000, 0.821891, 1185.7418, 240.29897, 825.84595, 240.29897
162120, 0.8233608, 1177.4541, 248.58673, 817.55817, 248.58673
162240, 0.82480264, 1169.1653, 256.87558, 809.2693, 256.87558
162360, 0.8262121, 1160.8768, 265.164, 800.9809, 265.164
162480, 0.82759166, 1152.5902, 273.45056, 792.69434, 273.45056
162600, 0.82896817, 1144.3013, 281.73944, 784.40546, 281.73944
162720, 0.8303101, 1136.0133, 290.0274, 776.1175, 290.0274
162840, 0.83163816, 1127.7252, 298.31552, 767.82935, 298.31552
162960, 0.83294857, 1119.437, 306.60373, 759.54114, 306.60373
163080, 0.8342422, 1111.1489, 314.8918, 751.25305, 314.8918
163200, 0.83552366, 1102.8604, 323.1804, 742.9645, 323.1804
163320, 0.83678925, 1094.5718, 331.46893, 734.6759, 331.46893
163440, 0.83804584, 1086.2825, 339.75827, 726.38654, 339.75827
163560, 0.83929, 1077.9926, 348.04822, 718.09656, 348.04822
163680, 0.8405176, 1069.7034, 356.33746, 709.8073, 356.33746
163800, 0.84173983, 1061.4138, 364.627, 701.51776, 364.627
163920, 0.84294987, 1053.1246, 372.9162, 693.2286, 372.9162
164040, 0.8441534, 1044.8354, 381.2054, 684.93933, 381.2054
164160, 0.84534526, 1036.5471, 389.49377, 676.65094, 389.49377
164280, 0.8465402, 1028.2574, 397.78348, 668.3612, 397.78348
164400, 0.8477206, 1019.96826, 406.07266, 660.072, 406.07266
164520, 0.848892, 1011.68036, 414.36057, 651.7841, 414.36057
164640, 0.8500657, 1003.3921, 422.6488, 643.49585, 422.6488
164760, 0.85123444, 995.10364, 430.93726, 635.2074, 430.93726
164880, 0.8523988, 986.8151, 439.22577, 626.9189, 439.22577
165000, 0.85355467, 978.5278, 447.51315, 618.63153, 447.51315
165120, 0.8547174, 970.2394, 455.80154, 610.34314, 455.80154
165240, 0.85587317, 961.9511, 464.08984, 602.0549, 464.08984
165360, 0.8570232, 953.6638, 472.37714, 593.7676, 472.37714
165480, 0.8581783, 945.37616, 480.66483, 585.4799, 480.66483
165600, 0.85933256, 937.0882, 488.9528, 577.19196, 488.9528
165720, 0.8604874, 928.79974, 497.2412, 568.9035, 497.2412
165840, 0.8616389, 920.5117, 505.52924, 560.6155, 505.52924
165960, 0.8627864, 912.22516, 513.8158, 552.3289, 513.8158
166080, 0.86394966, 903.9368, 522.1041, 544.0406, 522.1041
166200, 0.86510706, 895.6485, 530.39246, 535.75226, 530.39246
166320, 0.8662637, 887.36084, 538.6801, 527.4646, 538.6801
166440, 0.8674266, 879.07306, 546.9679, 519.1768, 546.9679
166560, 0.868591, 870.7855, 555.25543, 510.8893, 555.25543
166680, 0.86975914, 862.4983, 563.54266, 502.60208, 563.54266
166800, 0.87093914, 854.20966, 571.8313, 494.31345, 571.8313
166920, 0.8721122, 845.92224, 580.1187, 486.026, 580.1187
167040, 0.8733078, 837.63214, 588.4088, 477.73593, 588.4088
167160, 0.87448305, 829.3453, 596.6957, 469.44907, 596.6957
167280, 0.8756858, 821.0568, 604.98413, 461.1606, 604.98413
167400, 0.87688273, 812.7696, 613.27136, 452.8734, 613.27136
167520, 0.8780934, 804.4822, 621.5588, 444.586, 621.5588
167640, 0.87931085, 796.1948, 629.8461, 436.29865, 629.8461
167760, 0.8805462, 787.90546, 638.1355, 428.0093, 638.1355
167880, 0.88177705, 779.6172, 646.42377, 419.721, 646.42377
168000, 0.88302577, 771.3281, 654.7128, 411.43195, 654.7128
168120, 0.8842809, 763.0392, 663.0018, 403.14297, 663.0018
168240, 0.8855469, 754.75037, 671.2906, 394.8542, 671.2906
168360, 0.88681877, 746.463, 679.57794, 386.56683, 679.57794
168480, 0.8881139, 738.1747, 687.8663, 378.2785, 687.8663
168600, 0.8894131, 729.8874, 696.15356, 369.9912, 696.15356
168720, 0.89074504, 721.59705, 704.4439, 361.70087, 704.4439
168840, 0.8920605, 713.3106, 712.73035, 353.41443, 712.73035
168960, 0.893422, 705.0213, 721.01965, 345.12515, 721.01965
169080, 0.89477813, 696.7341, 729.3069, 336.83795, 729.3069
169200, 0.8961692, 688.4451, 737.5958, 328.54898, 737.5958
169320, 0.8975672, 680.1571, 745.88385, 320.26093, 745.88385
169440, 0.8989937, 671.8681, 754.17285, 311.9719, 754.17285
169560, 0.9004302, 663.58057, 762.4604, 303.68436, 762.4604
169680, 0.9019051, 655.29095, 770.75, 295.39474, 770.75
169800, 0.9033865, 647.0032, 779.0378, 287.107, 779.0378
169920, 0.9049023, 638.7152, 787.32574, 278.81903, 787.32574
170040, 0.90644395, 630.4273, 795.61365, 270.5311, 795.61365
170160, 0.90801984, 622.13824, 803.9027, 262.24207, 803.9027
170280, 0.9096176, 613.85004, 812.1909, 253.95387, 812.1909
170400, 0.91125906, 605.5603, 820.48065, 245.66412, 820.48065
170520, 0.9129201, 597.27246, 828.7685, 237.37628, 828.7685
170640, 0.9146349, 588.983, 837.058, 229.08678, 837.058
170760, 0.9163743, 580.6953, 845.34564, 220.7991, 845.34564
170880, 0.91817445, 572.4057, 853.63525, 212.50948, 853.63525
171000, 0.9200068, 564.11743, 861.9235, 204.22119, 861.9235
171120, 0.92190135, 555.828, 870.21295, 195.93175, 870.21295
171240, 0.92383814, 547.5402, 878.50073, 187.64398, 878.50073
171360, 0.8520634, 555.8283, 870.21265, 195.93205, 870.21265
171480, 0.8501725, 564.11676, 861.9242, 204.22052, 861.9242
171600, 0.8483428, 572.4034, 853.6376, 212.50714, 853.6376
171720, 0.8465457, 580.69135, 845.3496, 220.79509, 845.3496
171840, 0.84479684, 588.97955, 837.0614, 229.08331, 837.0614
171960, 0.8430873, 597.26825, 828.7727, 237.37202, 828.7727
172080, 0.84142244, 605.55597, 820.485, 245.65971, 820.485
172200, 0.8397779, 613.8459, 812.19507, 253.94965, 812.19507
172320, 0.8381857, 622.1337, 803.9072, 262.23746, 803.9072
172440, 0.8366127, 630.42206, 795.6189, 270.5258, 795.6189
172560, 0.83507085, 638.7103, 787.3306, 278.8141, 787.3306
172680, 0.8335605, 646.9976, 779.04333, 287.10138, 779.04333
172800, 0.8320682, 655.2855, 770.75543, 295.38928, 770.75543
172920, 0.8306027, 663.5734, 762.4675, 303.6772, 762.4675
173040, 0.8291574, 671.8618, 754.17914, 311.96555, 754.17914
173160, 0.82774127, 680.1489, 745.892, 320.25262, 745.892
173280, 0.8263358, 688.43677, 737.6042, 328.5405, 737.6042
173400, 0.8249469, 696.7259, 729.31506, 336.82962, 729.31506
173520, 0.8235905, 705.013, 721.02795, 345.1167, 721.02795
173640, 0.82223815, 713.3009, 712.74005, 353.4046, 712.74005
173760, 0.8209059, 721.5886, 704.4523, 361.69235, 704.4523
173880, 0.81958234, 729.8776, 696.16327, 369.98132, 696.16327
174000, 0.81828594, 738.1649, 687.876, 378.2686, 687.876
174120, 0.8169867, 746.4541, 679.5868, 386.55774, 679.5868
174240, 0.81571734, 754.7413, 671.2996, 394.8449, 671.2996
174360, 0.81445247, 763.0281, 663.0128, 403.1317, 663.0128
174480, 0.81319577, 771.3152, 654.7257, 411.41882, 654.7257
174600, 0.81194854, 779.6028, 646.4381, 419.7064, 646.4381
174720, 0.81071234, 787.89056, 638.1503, 427.99414, 638.1503
174840, 0.809489, 796.1777, 629.8632, 436.28125, 629.8632
174960, 0.80826753, 804.46564, 621.57526, 444.56918, 621.57526
175080, 0.8070581, 812.7535, 613.2874, 452.857, 613.2874
175200, 0.80585825, 821.0407, 605.0002, 461.14423, 605.0002
175320, 0.80466115, 829.32825, 596.71265, 469.4318, 596.71265
175440, 0.8034711, 837.61597, 588.4249, 477.71948, 588.4249
175560, 0.802288, 845.90356, 580.1373, 486.00705, 580.1373
175680, 0.8011104, 854.191, 571.8499, 494.29443, 571.8499
175800, 0.79993916, 862.47784, 563.56305, 502.5813, 563.56305
175920, 0.7987666, 870.76544, 555.27545, 510.8689, 555.27545
176040, 0.7975997, 879.0533, 546.9876, 519.15674, 546.9876
176160, 0.7964346, 887.34174, 538.69916, 527.4452, 538.69916
176280, 0.7952788, 895.62933, 530.41156, 535.7328, 530.41156
176400, 0.7941192, 903.9174, 522.1235, 544.0209, 522.1235
176520, 0.7929677, 912.20465, 513.83624, 552.3081, 513.83624
176640, 0.7918075, 920.4932, 505.54764, 560.5967, 505.54764
176760, 0.7906575, 928.78107, 497.2598, 568.8845, 497.2598
176880, 0.7895015, 937.06964, 488.97122, 577.1731, 488.97122
177000, 0.7883518, 945.3575, 480.68338, 585.46094, 480.68338
177120, 0.7871885, 953.6475, 472.39337, 593.751, 472.39337
177240, 0.78604287, 961.9355, 464.10538, 602.03894, 464.10538
177360, 0.78488255, 970.22437, 455.81647, 610.3278, 455.81647
177480, 0.7837306, 978.51184, 447.52896, 618.6153, 447.52896
177600, 0.78256077, 986.80133, 439.2395, 626.9048, 439.2395
177720, 0.7814052, 995.08887, 430.95193, 635.1923, 430.95193
177840, 0.78023064, 1003.3779, 422.66287, 643.4814, 422.66287
177960, 0.77906346, 1011.6659, 414.37494, 651.76935, 414.37494
178080, 0.77788216, 1019.9548, 406.08606, 660.0582, 406.08606
178200, 0.7767043, 1028.2426, 397.79825, 668.34607, 397.79825
178320, 0.77550536, 1036.5326, 389.50818, 676.6361, 389.50818
178440, 0.7743168, 1044.821, 381.21973, 684.92456, 381.21973
178560, 0.7731108, 1053.1101, 372.93066, 693.2136, 372.93066
178680, 0.77190936, 1061.397, 364.64386, 701.5004, 364.64386
178800, 0.77067363, 1069.6871, 356.35367, 709.7906, 356.35367
178920, 0.7694553, 1077.9746, 348.06622, 718.078, 348.06622
179040, 0.76820046, 1086.265, 339.77576, 726.36847, 339.77576
179160, 0.76696134, 1094.5524, 331.4884, 734.6558, 331.4884
179280, 0.76568437, 1102.8423, 323.19852, 742.9457, 323.19852
179400, 0.7644105, 1111.131, 314.90988, 751.2343, 314.90988
179520, 0.76311195, 1119.4205, 306.62027, 759.5239, 306.62027
179640, 0.76180637, 1127.7091, 298.3317, 767.8125, 298.3317
179760, 0.7604753, 1135.9985, 290.04233, 776.10187, 290.04233
179880, 0.7591289, 1144.288, 281.7529, 784.3913, 281.7529
180000, 0.7577663, 1152.5765, 273.4643, 792.6799, 273.4643
180120, 0.7563776, 1160.8654, 265.17554, 800.9686, 265.17554
180240, 0.7549725, 1169.1527, 256.88818, 809.256, 256.88818
180360, 0.75352025, 1177.4435, 248.59743, 817.54675, 248.59743
180480, 0.7520634, 1185.7325, 240.30843, 825.83575, 240.30843
180600, 0.75056875, 1194.0216, 232.01938, 834.1248, 232.01938
180720, 0.7490438, 1202.3102, 223.73077, 842.4134, 223.73077
180840, 0.74747807, 1210.5996, 215.44138, 850.7028, 215.44138
180960, 0.7458817, 1218.8881, 207.15291, 858.9913, 207.15291
181080, 0.74423355, 1227.1777, 198.86324, 867.28094, 198.86324
181200, 0.7425454, 1235.4673, 190.5737, 875.5705, 190.5737
181320, 0.7408087, 1243.7562, 182.28473, 883.8595, 182.28473
181440, 0.73901516, 1252.0449, 173.99602, 892.1482, 173.99602
181560, 0.8106464, 1243.7565, 182.28448, 883.85974, 182.28448
181680, 0.8123888, 1235.4673, 190.57368, 875.57056, 190.57368
181800, 0.8140718, 1227.1793, 198.86166, 867.2826, 198.86166
181920, 0.81571734, 1218.8906, 207.15031, 858.99396, 207.15031
182040, 0.8173137, 1210.6029, 215.43803, 850.70624, 215.43803
182160, 0.8188832, 1202.3136, 223.7274, 842.4169, 223.7274
182280, 0.82040596, 1194.0251, 232.01585, 834.1284, 232.01585
182400, 0.821898, 1185.7372, 240.30379, 825.84045, 240.30379
182520, 0.8233645, 1177.4487, 248.59218, 817.55206, 248.59218
182640, 0.8248069, 1169.1592, 256.88177, 809.26245, 256.88177
182760, 0.8262179, 1160.8698, 265.1712, 800.973, 265.1712
182880, 0.8276026, 1152.581, 273.4599, 792.6843, 273.4599
183000, 0.8289667, 1144.2928, 281.7481, 784.3961, 281.7481
183120, 0.8303158, 1136.0039, 290.03702, 776.1072, 290.03702
183240, 0.83164716, 1127.7141, 298.32678, 767.81744, 298.32678
183360, 0.832954, 1119.4252, 306.61578, 759.52844, 306.61578
183480, 0.83425266, 1111.1353, 314.90576, 751.23846, 314.90576
183600, 0.83552253, 1102.8474, 323.1936, 742.9506, 323.1936
183720, 0.8367905, 1094.5591, 331.482, 734.66223, 331.482
183840, 0.8380477, 1086.2698, 339.7713, 726.3729, 339.7713
183960, 0.83928347, 1077.9817, 348.05936, 718.08484, 348.05936
184080, 0.8405168, 1069.693, 356.34805, 709.79614, 356.34805
184200, 0.8417412, 1061.4034, 364.63757, 701.5066, 364.63757
184320, 0.84294844, 1053.1149, 372.92612, 693.2181, 372.92612
184440, 0.84415495, 1044.8256, 381.21536, 684.92883, 381.21536
184560, 0.8453448, 1036.5376, 389.5033, 676.64087, 389.5033
184680, 0.8465402, 1028.2482, 397.79272, 668.35144, 397.79272
184800, 0.84771806, 1019.95984, 406.08105, 660.0631, 406.08105
184920, 0.8488947, 1011.67163, 414.3693, 651.7749, 414.3693
185040, 0.8500672, 1003.3833, 422.6576, 643.4866, 422.6576
185160, 0.85124147, 995.09357, 430.9473, 635.19684, 430.9473
185280, 0.85239935, 986.8053, 439.2356, 626.90857, 439.2356
185400, 0.8535652, 978.5159, 447.525, 618.6192, 447.525
185520, 0.8547232, 970.2266, 455.8143, 610.3299, 455.8143
185640, 0.85588014, 961.9372, 464.10373, 602.04047, 464.10373
185760, 0.8570337, 953.648, 472.39288, 593.7513, 472.39288
185880, 0.85819316, 945.35754, 480.68335, 585.4608, 480.68335
186000, 0.85934067, 937.06836, 488.97253, 577.17163, 488.97253
186120, 0.8604901, 928.77997, 497.26096, 568.88324, 497.26096
186240, 0.86164856, 920.4904, 505.5505, 560.5937, 505.5505
186360, 0.86280197, 912.20105, 513.83984, 552.3043, 513.83984
186480, 0.86395705, 903.91187, 522.129, 544.01514, 522.129
186600, 0.8651109, 895.6235, 530.4174, 535.72675, 530.4174
186720, 0.86627185, 887.3348, 538.7061, 527.43805, 538.7061
186840, 0.86743593, 879.0458, 546.9951, 519.14905, 546.9951
186960, 0.86859864, 870.75745, 555.28345, 510.86072, 555.28345
187080, 0.86977494, 862.4676, 563.5733, 502.5709, 563.5733
187200, 0.87094975, 854.17755, 571.86334, 494.28088, 571.86334
187320, 0.87212616, 845.88806, 580.15283, 485.9914, 580.15283
187440, 0.8733047, 837.59973, 588.44116, 477.7031, 588.44116
187560, 0.8745025, 829.30963, 596.73126, 469.41296, 596.73126
187680, 0.8756895, 821.0215, 605.0194, 461.12482, 605.0194
187800, 0.8768941, 812.7329, 613.308, 452.83624, 613.308
187920, 0.8781045, 804.4443, 621.5966, 444.54758, 621.5966
188040, 0.8793262, 796.1548, 629.8861, 436.25812, 629.8861
188160, 0.8805525, 787.86536, 638.17554, 427.96872, 638.17554
188280, 0.88178635, 779.57635, 646.46454, 419.67972, 646.46454
188400, 0.8830266, 771.28845, 654.75244, 411.3918, 654.75244
188520, 0.8842831, 763.00037, 663.0405, 403.1037, 663.0405
188640, 0.88555026, 754.71216, 671.32874, 394.8155, 671.32874
188760, 0.88682616, 746.4245, 679.6164, 386.5278, 679.6164
188880, 0.88812125, 738.13586, 687.905, 378.2392, 687.905
189000, 0.8894309, 729.84607, 696.1948, 369.94937, 696.1948
189120, 0.8907409, 721.5581, 704.4828, 361.6614, 704.4828
189240, 0.89208084, 713.2686, 712.7723, 353.37192, 712.7723
189360, 0.8934249, 704.9802, 721.06067, 345.0835, 721.06067
189480, 0.8947934, 696.69116, 729.34973, 336.79443, 729.34973
189600, 0.8961706, 688.4035, 737.6374, 328.50674, 737.6374
189720, 0.8975835, 680.11346, 745.9274, 320.2167, 745.9274
189840, 0.8989997, 671.82477, 754.2161, 311.92804, 754.2161
189960, 0.90044624, 663.5354, 762.5055, 303.63867, 762.5055
190080, 0.9019098, 655.2465, 770.7944, 295.34982, 770.7944
190200, 0.9034048, 646.95654, 779.08435, 287.05984, 779.08435
190320, 0.9049103, 638.6687, 787.3722, 278.772, 787.3722
190440, 0.9064579, 630.37964, 795.66125, 270.48297, 795.66125
190560, 0.90802336, 622.0918, 803.9491, 262.19516, 803.9491
190680, 0.9096252, 613.80396, 812.23694, 253.9073, 812.23694
190800, 0.9112619, 605.51556, 820.5253, 245.61894, 820.5253
190920, 0.91292286, 597.2291, 828.81177, 237.33249, 828.81177
191040, 0.9146369, 588.94116, 837.09973, 229.04451, 837.09973
191160, 0.9163832, 580.6535, 845.3874, 220.75687, 845.3874
191280, 0.9181807, 572.3645, 853.6764, 212.46786, 853.6764
191400, 0.92001116, 564.0773, 861.9636, 204.18065, 861.9636
191520, 0.921901, 555.7899, 870.251, 195.8933, 870.251
191640, 0.8501768, 564.07935, 861.96155, 204.18271, 861.96155
191760, 0.8483346, 572.3695, 853.6714, 212.47287, 853.6714
191880, 0.8465522, 580.65765, 845.38324, 220.76099, 845.38324
192000, 0.8448034, 588.946, 837.0949, 229.04932, 837.0949
192120, 0.8430957, 597.2344, 828.8065, 237.3377, 828.8065
192240, 0.84143066, 605.5217, 820.51917, 245.62509, 820.51917
192360, 0.8397905, 613.81036, 812.2305, 253.91373, 812.2305
192480, 0.8381902, 622.0987, 803.9422, 262.20206, 803.9422
192600, 0.83662045, 630.3868, 795.6541, 270.49014, 795.6541
192720, 0.8350767, 638.67523, 787.36566, 278.7786, 787.36566
192840, 0.8335617, 646.9636, 779.0773, 287.06702, 779.0773
192960, 0.8320745, 655.25146, 770.7894, 295.3549, 770.7894
193080, 0.83060884, 663.5393, 762.5016, 303.64276, 762.5016
193200, 0.8291624, 671.8279, 754.213, 311.93134, 754.213
193320, 0.8277401, 680.1165, 745.9244, 320.21994, 745.9244
193440, 0.8263385, 688.40497, 737.6359, 328.50842, 737.6359
193560, 0.8249581, 696.6928, 729.3481, 336.79623, 729.3481
193680, 0.82359165, 704.98083, 721.06006, 345.08426, 721.06006
193800, 0.8222406, 713.26935, 712.77155, 353.37277, 712.77155
193920, 0.82090956, 721.55743, 704.48346, 361.66086, 704.48346
194040, 0.81959236, 729.8453, 696.1956, 369.94873, 696.1956
194160, 0.81828314, 738.1343, 687.9066, 378.23773, 687.9066
194280, 0.81699765, 746.42206, 679.61884, 386.5255, 679.61884
194400, 0.81571376, 754.71106, 671.32983, 394.8145, 671.32983
194520, 0.8144536, 762.9986, 663.0423, 403.10208, 663.0423
194640, 0.813191, 771.2877, 654.7532, 411.3912, 654.7532
194760, 0.811947, 779.57654, 646.46436, 419.68005, 646.46436
194880, 0.8107122, 787.8652, 638.1757, 427.9687, 638.1757
195000, 0.8094895, 796.153, 629.8879, 436.25653, 629.8879
195120, 0.80827254, 804.4407, 621.6002, 444.54416, 621.6002
195240, 0.80706584, 812.7276, 613.3133, 452.8311, 613.3133
195360, 0.80585694, 821.0159, 605.02496, 461.11942, 605.02496
195480, 0.8046634, 829.3038, 596.7371, 469.40726, 596.7371
195600, 0.8034758, 837.5912, 588.4497, 477.6947, 588.4497
195720, 0.8022892, 845.8793, 580.1616, 485.9828, 580.1616
195840, 0.8011159, 854.1662, 571.8747, 494.26974, 571.8747
195960, 0.79993427, 862.4549, 563.586, 502.55847, 563.586
196080, 0.7987678, 870.7429, 555.298, 510.8465, 555.298
196200, 0.79760313, 879.0307, 547.0102, 519.1343, 547.0102
196320, 0.7964394, 887.3188, 538.7221, 527.42236, 538.7221
196440, 0.79528415, 895.6059, 530.435, 535.7095, 530.435
196560, 0.7941214, 903.8942, 522.14667, 543.9978, 522.14667
196680, 0.79296815, 912.18207, 513.8588, 552.28564, 513.8588
196800, 0.7918105, 920.4707, 505.5702, 560.5743, 505.5702
196920, 0.79065835, 928.7591, 497.28183, 568.8627, 497.28183
